date,code,name,market,open,high,low,close,change,change_rate,volume,trading_value,market_cap,listed_shares
20250625,035720,카카오,KOSPI,69400,70700,67200,69400,-1000,-1.42,6399440,442645746400,30658595169400,441766501
20250626,005380,현대차,KOSPI,214500,215000,208000,209500,-7500,-3.46,814616,171303691750,42896751977000,204757766
20250626,005930,삼성전자,KOSPI,61300,61300,59900,60200,-1100,-1.79,19402300,1171824855134,356362202904400,5919637922
20250626,035720,카카오,KOSPI,67500,67600,61100,63100,-6300,-9.08,12516562,796291966950,27875466213100,441766501
20250627,005380,현대차,KOSPI,211000,211000,203000,205000,-4500,-2.15,764378,156716055750,41975342030000,204757766
20250627,005930,삼성전자,KOSPI,60100,61600,60000,60800,600,1.0,17340470,1053939281525,359913985657600,5919637922
20250627,035720,카카오,KOSPI,63000,63500,58900,60900,-2200,-3.49,7751588,470799856300,26903579910900,441766501
20250630,005380,현대차,KOSPI,204500,207000,203500,203500,-1500,-0.73,492507,100917401750,41668205381000,204757766
20250630,005930,삼성전자,KOSPI,61200,61200,59800,59800,-1000,-1.64,17110294,1030779273850,353994347735600,5919637922
20250630,035720,카카오,KOSPI,61200,62000,59500,60000,-900,-1.48,4067265,245773500400,26505990060000,441766501
20250701,005380,현대차,KOSPI,204000,214500,203500,210000,6500,3.19,1059697,222300504250,42999130860000,204757766
20250701,005930,삼성전자,KOSPI,60400,61100,60200,60200,400,0.67,13650991,827468756700,356362202904400,5919637922
20250701,035720,카카오,KOSPI,59900,63400,59300,60100,100,0.17,4862065,298254846800,26550166710100,441766501
20250702,005380,현대차,KOSPI,215000,218000,210000,213500,3500,1.67,1058819,225741316500,43715783041000,204757766
20250702,005930,삼성전자,KOSPI,60200,60900,59800,60800,600,1.0,15047951,909032914400,359913985657600,5919637922
20250702,035720,카카오,KOSPI,61000,61300,58100,58700,-1400,-2.33,2974555,175776931500,25931693608700,441766501
20250703,005380,현대차,KOSPI,215000,217000,211500,214500,1000,0.47,562758,120518170750,43920540807000,204757766
20250703,005930,삼성전자,KOSPI,61300,63800,61100,63800,3000,4.93,32040639,2006401108350,377672899423600,5919637922
20250703,035720,카카오,KOSPI,59200,61400,58800,59500,800,1.36,3330017,200068365700,26285106809500,441766501
20250704,005380,현대차,KOSPI,214500,216500,210000,210500,-4000,-1.86,415693,88444339250,43101509743000,204757766
20250704,005930,삼성전자,KOSPI,64700,64700,63000,63300,-500,-0.78,23748959,1509810934320,374713080462600,5919637922
20250704,035720,카카오,KOSPI,60000,60400,58300,58400,-1100,-1.85,2125150,125465129950,25799163658400,441766501
20250707,005380,현대차,KOSPI,210000,210500,207000,208500,-2000,-0.95,398058,82922076000,42691994211000,204757766
20250707,005930,삼성전자,KOSPI,62900,63300,61700,61700,-1600,-2.53,17164708,1069011093850,365241659787400,5919637922
20250707,035720,카카오,KOSPI,57600,61000,57500,60100,1700,2.91,3213170,192513410200,26550166710100,441766501
20250708,005380,현대차,KOSPI,207000,211500,205500,211000,2500,1.2,499225,104438094750,43203888626000,204757766
20250708,005930,삼성전자,KOSPI,61600,62400,61000,61400,-300,-0.49,20213724,1243103108550,363465768410800,5919637922
20250708,035720,카카오,KOSPI,61400,61600,59900,60800,700,1.16,2354516,142565731000,26859403260800,441766501
20250709,005380,현대차,KOSPI,208500,209500,205500,209500,-1500,-0.71,524731,108854473500,42896751977000,204757766
20250709,005930,삼성전자,KOSPI,61400,61400,60200,60400,-1000,-1.63,17533415,1062832478300,357546130488800,5919637922
20250709,035720,카카오,KOSPI,60700,61000,59500,60500,-300,-0.49,2152533,129386726050,26726873310500,441766501
20250710,005380,현대차,KOSPI,210000,211500,205500,208000,-1500,-0.72,719453,149955802250,42589615328000,204757766
20250710,005930,삼성전자,KOSPI,60600,61200,60400,61000,600,0.99,14768473,899089116094,361097913242000,5919637922
20250710,035720,카카오,KOSPI,61000,61800,59700,60800,300,0.5,3149990,191370189600,26859403260800,441766501
20250711,005380,현대차,KOSPI,209000,211500,207500,208000,0,0.0,592335,123771830000,42589615328000,204757766
20250711,005930,삼성전자,KOSPI,61300,62800,61200,62600,1600,2.62,19140650,1193447629850,370569333917200,5919637922
20250711,035720,카카오,KOSPI,62000,62000,59900,60000,-800,-1.32,2465478,149632985000,26520823320000,442013722
20250714,005380,현대차,KOSPI,208500,218000,208000,217000,9000,4.33,1241993,266026941500,44432435222000,204757766
20250714,005930,삼성전자,KOSPI,62300,62600,61800,62500,-100,-0.16,13563846,843866596500,369977370125000,5919637922
20250714,035720,카카오,KOSPI,59500,59600,56500,58300,-1700,-2.83,3469359,200495860900,25769399992600,442013722
20250715,005380,현대차,KOSPI,217000,217500,209500,211000,-6000,-2.76,1111748,235293659750,43203888626000,204757766
20250715,005930,삼성전자,KOSPI,62300,63800,62000,63700,1200,1.92,18442202,1164848565258,377080935631400,5919637922
20250715,035720,카카오,KOSPI,57400,58000,56300,57200,-1100,-1.89,2979693,169395188650,25283184898400,442013722
20250716,005380,현대차,KOSPI,211000,211000,207500,207500,-3500,-1.66,492782,102797233750,42487236445000,204757766
20250716,005930,삼성전자,KOSPI,63700,64700,63100,64700,1000,1.57,23042660,1479498248637,383000573553400,5919637922
20250716,035720,카카오,KOSPI,56900,57600,56000,56100,-1100,-1.92,1844953,104264641350,24796969804200,442013722
20250717,005380,현대차,KOSPI,208500,212000,205500,210000,2500,1.2,611349,127806728250,42999130860000,204757766
20250717,005930,삼성전자,KOSPI,65900,66800,64400,66700,2000,3.09,39448683,2597601930887,394839849397400,5919637922
20250717,035720,카카오,KOSPI,57500,59100,57000,57500,1400,2.5,3318001,191514032850,25415789015000,442013722
20250718,005380,현대차,KOSPI,210000,212500,208500,210500,500,0.24,317353,66653325250,43101509743000,204757766
20250718,005930,삼성전자,KOSPI,67000,67800,66300,67100,400,0.6,23951531,1607581620750,397207704566200,5919637922
20250718,035720,카카오,KOSPI,57700,57800,56100,56900,-600,-1.04,1334076,75746376350,25150580781800,442013722
20250721,005380,현대차,KOSPI,209500,210500,208000,209000,-1500,-0.71,460835,96324075500,42794373094000,204757766
20250721,005930,삼성전자,KOSPI,67400,68800,67200,67800,700,1.04,17723148,1204016863750,401351451111600,5919637922
20250721,035720,카카오,KOSPI,56700,57400,56400,56900,0,0.0,1111739,63188610600,25150580781800,442013722
20250722,005380,현대차,KOSPI,209000,209500,204500,206500,-2500,-1.2,441603,91299682500,42282478679000,204757766
20250722,005930,삼성전자,KOSPI,68100,68500,65600,66000,-1800,-2.65,20829006,1389855801518,390696102852000,5919637922
20250722,035720,카카오,KOSPI,57100,57100,56100,56500,-400,-0.7,1274106,71806668900,24973775293000,442013722
20250723,005380,현대차,KOSPI,213000,223000,213000,222000,15500,7.51,2832242,620296725500,45456224052000,204757766
20250723,005930,삼성전자,KOSPI,66200,66500,64900,66400,400,0.61,15687058,1033696388650,393063958020800,5919637922
20250723,035720,카카오,KOSPI,56700,56900,54100,55000,-1500,-2.65,1861734,102443926450,24310754710000,442013722
20250724,005380,현대차,KOSPI,221000,225500,214500,217500,-4500,-2.03,1417925,311451816000,44534814105000,204757766
20250724,005930,삼성전자,KOSPI,66500,66800,65900,66000,-400,-0.6,12660193,839577050200,390696102852000,5919637922
20250724,035720,카카오,KOSPI,55500,55900,53500,54100,-900,-1.64,1968455,106958924400,23912942360200,442013722
20250725,005380,현대차,KOSPI,215000,221000,214000,216500,-1000,-0.46,665815,144626489500,44330056339000,204757766
20250725,005930,삼성전자,KOSPI,65700,66300,65500,65900,-100,-0.15,8080910,532537113250,390104139059800,5919637922
20250725,035720,카카오,KOSPI,54000,55900,53700,55800,1700,3.14,1822409,100515827450,24664365687600,442013722
20250728,005380,현대차,KOSPI,221500,222500,216000,218500,2000,0.92,692799,151168182250,44739571871000,204757766
20250728,005930,삼성전자,KOSPI,68200,70400,67200,70400,4500,6.83,35332500,2431396606750,416742509708800,5919637922
20250728,035720,카카오,KOSPI,56800,57200,55400,55900,100,0.18,1437014,80273856350,24708567059800,442013722
20250729,005380,현대차,KOSPI,217500,218500,214000,218000,-500,-0.23,646415,139928463750,44637192988000,204757766
20250729,005930,삼성전자,KOSPI,70800,70800,68800,70600,200,0.28,28190940,1977721049950,417926437293200,5919637922
20250729,035720,카카오,KOSPI,56300,56600,55300,56000,100,0.18,1272773,71212446500,24752768432000,442013722
20250730,005380,현대차,KOSPI,215500,228000,215500,223000,5000,2.29,1239327,276454480500,45660981818000,204757766
20250730,005930,삼성전자,KOSPI,71000,73700,70600,72600,2000,2.83,34761444,2521446314798,429765713137200,5919637922
20250730,035720,카카오,KOSPI,56300,58800,56000,56300,300,0.54,3314430,189453792350,24885372548600,442013722
20250731,005380,현대차,KOSPI,233000,233000,212000,213000,-10000,-4.48,2956498,645914516250,43613404158000,204757766
20250731,005930,삼성전자,KOSPI,73000,74000,71000,71400,-1200,-1.65,26568072,1907638117550,422662147630800,5919637922
20250731,035720,카카오,KOSPI,56500,58300,55800,58000,1700,3.02,2062382,117784970450,25636795876000,442013722
20250801,005380,현대차,KOSPI,211000,215500,210000,210000,-3000,-1.41,1083280,229859014750,42999130860000,204757766
20250801,005930,삼성전자,KOSPI,70200,72000,68800,68900,-2500,-3.5,24038534,1680885451444,407863052825800,5919637922
20250801,035720,카카오,KOSPI,57200,57500,55300,55500,-2500,-4.31,2256317,126172159500,24531761571000,442013722
20250804,005380,현대차,KOSPI,210000,212500,207000,211000,1000,0.48,651682,137051856750,43203888626000,204757766
20250804,005930,삼성전자,KOSPI,69500,70200,68700,69700,800,1.16,14780072,1030549721600,412598763163400,5919637922
20250804,035720,카카오,KOSPI,55000,59400,54700,55400,-100,-0.18,8113567,464376433600,24487560198800,442013722
20250805,005380,현대차,KOSPI,213000,215000,209500,210500,-500,-0.24,480510,101748866250,43101509743000,204757766
20250805,005930,삼성전자,KOSPI,71000,71500,69700,69900,200,0.29,14392903,1012313553300,413782690747800,5919637922
20250805,035720,카카오,KOSPI,55800,55900,53300,54700,-700,-1.26,4343070,235594358300,24178150593400,442013722
20250806,005380,현대차,KOSPI,209000,211500,208500,210500,0,0.0,385330,81084262750,43101509743000,204757766
20250806,005930,삼성전자,KOSPI,69200,69400,68300,68800,-1100,-1.57,12542415,863115544500,407271089033600,5919637922
20250806,035720,카카오,KOSPI,55400,57200,54100,56800,2100,3.84,3966137,221938521600,25106379409600,442013722
20250807,005380,현대차,KOSPI,213500,215000,211000,212500,2000,0.95,421547,89607395000,43511025275000,204757766
20250807,005930,삼성전자,KOSPI,70800,71000,69700,70500,1700,2.47,15008213,1055402519950,417334473501000,5919637922
20250807,035720,카카오,KOSPI,57900,63600,57400,63600,6800,11.97,11910000,726252820400,28112072719200,442013722
20250808,005380,현대차,KOSPI,212500,214000,211500,212500,0,0.0,440664,93552155500,43511025275000,204757766
20250808,005930,삼성전자,KOSPI,71000,72400,70700,71800,1300,1.84,22241128,1593485781518,425030002799600,5919637922
20250808,035720,카카오,KOSPI,62500,65300,61700,63800,200,0.31,7219790,461915977700,28207562176200,442124799
20250811,005380,현대차,KOSPI,213000,213500,211500,212500,0,0.0,298656,63454090250,43511025275000,204757766
20250811,005930,삼성전자,KOSPI,72000,72100,70800,71000,-800,-1.11,11354253,808470078650,420294292462000,5919637922
20250811,035720,카카오,KOSPI,64200,65700,63500,64200,400,0.63,4002999,258974481700,28384412095800,442124799
20250812,005380,현대차,KOSPI,212000,216000,211500,213000,500,0.24,347183,74325400000,43613404158000,204757766
20250812,005930,삼성전자,KOSPI,71100,72400,71100,71100,100,0.14,15797656,1131563720442,420886256254200,5919637922
20250812,035720,카카오,KOSPI,63800,64700,62700,63700,-500,-0.78,2620057,167238093700,28163349696300,442124799
20250813,005380,현대차,KOSPI,215500,216000,214000,216000,3000,1.41,377571,81216996750,44227677456000,204757766
20250813,005930,삼성전자,KOSPI,71900,72100,71400,71900,800,1.13,12305742,882862974150,425621966591800,5919637922
20250813,035720,카카오,KOSPI,64600,64800,62100,63500,-200,-0.31,2791808,176579179000,28074924736500,442124799
20250814,005380,현대차,KOSPI,216000,219000,216000,217500,1500,0.69,546695,118932771250,44534814105000,204757766
20250814,005930,삼성전자,KOSPI,71900,71900,71200,71600,-300,-0.42,11946122,855002690211,423846075215200,5919637922
20250814,035720,카카오,KOSPI,63000,65200,63000,64400,900,1.42,3339635,215307594300,28472837055600,442124799
20250818,005380,현대차,KOSPI,217500,218000,215000,216500,-1000,-0.46,405813,87908468250,44330056339000,204757766
20250818,005930,삼성전자,KOSPI,71100,71200,70000,70000,-1600,-2.23,13595591,956707246500,414374654540000,5919637922
20250818,035720,카카오,KOSPI,64800,65500,64000,65000,600,0.93,1926649,124801484600,28738111935000,442124799
20250819,005380,현대차,KOSPI,216500,219000,215000,219000,2500,1.15,442222,96254887250,44841950754000,204757766
20250819,005930,삼성전자,KOSPI,70400,70700,69700,70000,0,0.0,10533082,738974304800,414374654540000,5919637922
20250819,035720,카카오,KOSPI,65500,66600,63700,65200,200,0.31,2712501,176769998300,28826536894800,442124799
20250820,005380,현대차,KOSPI,218500,222000,217500,220500,1500,0.68,784564,172314011250,45149087403000,204757766
20250820,005930,삼성전자,KOSPI,70100,70700,69400,70500,500,0.71,17445516,1224601970500,417334473501000,5919637922
20250820,035720,카카오,KOSPI,63800,65700,62300,65300,100,0.15,3436218,220592506800,28870749374700,442124799
20250821,005380,현대차,KOSPI,221000,224500,220500,221500,1000,0.45,601284,133492854500,45353845169000,204757766
20250821,005930,삼성전자,KOSPI,71500,71900,70600,70600,100,0.14,18843833,1346119238787,417926437293200,5919637922
20250821,035720,카카오,KOSPI,65900,67800,62900,64000,-1300,-1.99,4221004,275297074750,28295987136000,442124799
20250822,005380,현대차,KOSPI,222000,223500,219500,220000,-1500,-0.68,401067,88789611611,45046708520000,204757766
20250822,005930,삼성전자,KOSPI,71700,71800,70800,71400,800,1.13,9277432,662245936652,422662147630800,5919637922
20250822,035720,카카오,KOSPI,63400,64700,63100,63600,-400,-0.63,2234317,142638713850,28119137216400,442124799
20250825,005380,현대차,KOSPI,221500,222000,217500,222000,2000,0.91,419600,92379473000,45456224052000,204757766
20250825,005930,삼성전자,KOSPI,71700,71800,71000,71500,100,0.14,10345178,737888335300,423254111423000,5919637922
20250825,035720,카카오,KOSPI,64100,64900,63500,64700,1100,1.73,1853582,119430685750,28605474495300,442124799
20250826,005380,현대차,KOSPI,220500,222000,217500,218500,-3500,-1.58,806670,176693763000,44739571871000,204757766
20250826,005930,삼성전자,KOSPI,70800,71100,70300,70300,-1200,-1.68,14712519,1037834198800,416150545916600,5919637922
20250826,035720,카카오,KOSPI,64100,65800,64000,65000,300,0.46,2393834,155352584100,28738111935000,442124799
20250827,005380,현대차,KOSPI,219000,221000,218500,220000,1500,0.69,337163,74099475250,45046708520000,204757766
20250827,005930,삼성전자,KOSPI,70100,70900,69800,70600,300,0.43,10523405,741245805000,417926437293200,5919637922
20250827,035720,카카오,KOSPI,65500,65500,63600,64100,-900,-1.38,1845944,118524918700,28340199615900,442124799
20250828,005380,현대차,KOSPI,218500,225000,218000,222000,2000,0.91,734689,163597655540,45456224052000,204757766
20250828,005930,삼성전자,KOSPI,70100,70400,69600,69600,-1000,-1.42,11578024,810422565900,412006799371200,5919637922
20250828,035720,카카오,KOSPI,63800,64300,62800,63500,-600,-0.94,1229932,78303279900,28074924736500,442124799
20250829,005380,현대차,KOSPI,223000,224500,218500,220000,-2000,-0.9,606655,133981383748,45046708520000,204757766
20250829,005930,삼성전자,KOSPI,70100,70500,69700,69700,100,0.14,11682267,817253503600,412598763163400,5919637922
20250829,035720,카카오,KOSPI,64000,64300,61900,62500,-1000,-1.57,1704037,106741594300,27632799937500,442124799
20250901,005380,현대차,KOSPI,220500,223000,219000,220500,500,0.23,504672,111550890000,45149087403000,204757766
20250901,005930,삼성전자,KOSPI,68400,68600,67500,67600,-2100,-3.01,12002343,815938773100,400167523527200,5919637922
20250901,035720,카카오,KOSPI,60600,62100,59500,61200,-1300,-2.08,2491823,151900935850,27058037698800,442124799
20250902,005380,현대차,KOSPI,221000,221000,217000,220000,-500,-0.23,365383,80040722750,45046708520000,204757766
20250902,005930,삼성전자,KOSPI,67800,69500,67800,69100,1500,2.22,10604028,731582866980,409046980410200,5919637922
20250902,035720,카카오,KOSPI,61700,62200,58200,59300,-1900,-3.1,3661180,217743972250,26218000580700,442124799
20250903,005380,현대차,KOSPI,218500,223500,218500,221500,1500,0.68,459718,101892957000,45353845169000,204757766
20250903,005930,삼성전자,KOSPI,69200,69800,68800,69800,700,1.01,10283009,714517209150,413190726955600,5919637922
20250903,035720,카카오,KOSPI,59600,60400,58600,58900,-400,-0.67,1641908,97319708100,26041150661100,442124799
20250904,005380,현대차,KOSPI,221000,221500,219500,221500,0,0.0,249504,55098676500,45353845169000,204757766
20250904,005930,삼성전자,KOSPI,69500,70100,69300,70100,300,0.43,12284414,855350153007,414966618332200,5919637922
20250904,035720,카카오,KOSPI,59000,59200,57400,58500,-400,-0.68,2592577,151080242000,25864300741500,442124799
20250905,005380,현대차,KOSPI,222000,222500,219500,220000,-1500,-0.68,245652,54130043750,45046708520000,204757766
20250905,005930,삼성전자,KOSPI,70300,70400,69500,69500,-600,-0.86,11526724,804641532850,411414835579000,5919637922
20250905,035720,카카오,KOSPI,60000,60000,58500,58500,0,0.0,1536092,90616609650,25864300741500,442124799
20250908,005380,현대차,KOSPI,218000,218500,215500,218500,-1500,-0.68,382254,83094891500,44739571871000,204757766
20250908,005930,삼성전자,KOSPI,69800,70500,69600,70100,600,0.86,9263135,648524943367,414966618332200,5919637922
20250908,035720,카카오,KOSPI,58700,60100,58600,59200,700,1.2,1665995,99136620750,26173788100800,442124799
20250909,005380,현대차,KOSPI,219500,220500,218500,219000,500,0.23,407652,89509319500,44841950754000,204757766
20250909,005930,삼성전자,KOSPI,70100,71500,70000,71500,1400,2.0,14870245,1055356549000,423254111423000,5919637922
20250909,035720,카카오,KOSPI,59700,59700,59000,59600,400,0.68,1361280,80781007900,26350638020400,442124799
20250910,005380,현대차,KOSPI,219500,222000,219000,220500,1500,0.68,427432,94447335000,45149087403000,204757766
20250910,005930,삼성전자,KOSPI,71800,72800,71600,72600,1100,1.54,21928565,1589672409520,429765713137200,5919637922
20250910,035720,카카오,KOSPI,60000,60800,59600,59900,300,0.5,1665136,100063994200,26483275460100,442124799
20250911,005380,현대차,KOSPI,221500,223000,219000,223000,2500,1.13,569436,126090592250,45660981818000,204757766
20250911,005930,삼성전자,KOSPI,73200,73600,72100,73400,800,1.1,20793501,1518036265100,434501423474800,5919637922
20250911,035720,카카오,KOSPI,60300,60600,59700,59900,0,0.0,1793242,107635152300,26483275460100,442124799
20250912,005380,현대차,KOSPI,222500,224000,220500,223500,500,0.22,666184,148489865250,45763360701000,204757766
20250912,005930,삼성전자,KOSPI,74600,75600,74200,75400,2000,2.72,28219678,2118000956450,446340699318800,5919637922
20250912,035720,카카오,KOSPI,60500,66000,60200,65500,5600,9.35,6828797,437859537150,28969045577500,442275505
20250915,005380,현대차,KOSPI,221500,221500,215000,215000,-8500,-3.8,1712249,369367327860,44022919690000,204757766
20250915,005930,삼성전자,KOSPI,77200,77600,75900,76500,1100,1.46,19908805,1529429370850,452852301033000,5919637922
20250915,035720,카카오,KOSPI,65000,65000,63700,64000,-1500,-2.29,2370450,151948411150,28305632320000,442275505
20250916,005380,현대차,KOSPI,216000,216500,215000,215000,0,0.0,492855,106187478750,44022919690000,204757766
20250916,005930,삼성전자,KOSPI,76900,79500,76700,79400,2900,3.79,28218265,2211426330044,470019251006800,5919637922
20250916,035720,카카오,KOSPI,64600,64700,62600,62900,-1100,-1.72,2130735,134323715650,27819129264500,442275505
20250917,005380,현대차,KOSPI,216000,216500,215000,216000,1000,0.47,412548,88946690750,44227677456000,204757766
20250917,005930,삼성전자,KOSPI,79100,79100,77100,78200,-1200,-1.51,20856317,1630232349162,462915685500400,5919637922
20250917,035720,카카오,KOSPI,63000,63300,62400,62500,-400,-0.64,992359,62282167800,27642219062500,442275505
20250918,005380,현대차,KOSPI,216500,218500,215000,218500,2500,1.16,652885,141705190500,44739571871000,204757766
20250918,005930,삼성전자,KOSPI,79100,80500,78600,80500,2300,2.94,25619035,2046310025896,476530852721000,5919637922
20250918,035720,카카오,KOSPI,63200,65100,62900,64700,2200,3.52,2541491,163625582600,28615225173500,442275505
20250919,005380,현대차,KOSPI,218000,218500,212000,214000,-4500,-2.06,1301527,278391353750,43818161924000,204757766
20250919,005930,삼성전자,KOSPI,81100,81200,79600,79700,-800,-0.99,20898386,1672547819584,471795142383400,5919637922
20250919,035720,카카오,KOSPI,64800,68500,64700,67000,2300,3.55,5009911,336132183700,29632458835000,442275505
20250922,005380,현대차,KOSPI,215000,219000,214500,218000,4000,1.87,499195,108598754500,44637192988000,204757766
20250922,005930,삼성전자,KOSPI,81500,84000,81100,83500,3800,4.77,27529656,2288084255150,494289766487000,5919637922
20250922,035720,카카오,KOSPI,67500,67600,65600,66400,-600,-0.9,2276896,151111501289,29367093532000,442275505
20250923,005380,현대차,KOSPI,217500,220000,217500,219000,1000,0.46,473760,103695808250,44841950754000,204757766
20250923,005930,삼성전자,KOSPI,85800,85900,83600,84700,1200,1.44,23610263,2000621182255,501393331993400,5919637922
20250923,035720,카카오,KOSPI,66700,66700,62600,63300,-3100,-4.67,4850268,310750679550,27996039466500,442275505
20250924,005380,현대차,KOSPI,218000,219500,216500,217500,-1500,-0.68,383310,83489607750,44534814105000,204757766
20250924,005930,삼성전자,KOSPI,84200,85500,83700,85400,700,0.83,18300997,1550295255940,505537078538800,5919637922
20250924,035720,카카오,KOSPI,64600,65200,62600,62800,-500,-0.79,2786106,176164480790,27774901714000,442275505
20250925,005380,현대차,KOSPI,217000,217500,215500,217000,-500,-0.23,509882,110280054250,44432435222000,204757766
20250925,005930,삼성전자,KOSPI,84400,86200,84100,86100,700,0.82,19665151,1683395911552,509680825084200,5919637922
20250925,035720,카카오,KOSPI,62300,64000,62200,63200,400,0.64,2815412,177940110600,27951811916000,442275505
20250926,005380,현대차,KOSPI,215000,215500,213000,214500,-2500,-1.15,448652,96075331750,43920540807000,204757766
20250926,005930,삼성전자,KOSPI,85000,85300,82400,83300,-2800,-3.25,24071193,2011031686444,493105838902600,5919637922
20250926,035720,카카오,KOSPI,62400,62500,59100,59300,-3900,-6.17,4899137,294440590650,26226937446500,442275505
20250929,005380,현대차,KOSPI,215500,216500,214000,215000,500,0.23,339105,73036035500,44022919690000,204757766
20250929,005930,삼성전자,KOSPI,83300,85000,83200,84200,900,1.08,13069094,1102882949950,498433513032400,5919637922
20250929,035720,카카오,KOSPI,59400,60700,58800,60300,1000,1.69,3131452,188082692450,26669212951500,442275505
20250930,005380,현대차,KOSPI,214000,216000,214000,215000,0,0.0,339691,73104974000,44022919690000,204757766
20250930,005930,삼성전자,KOSPI,84600,84900,83400,83900,-300,-0.36,16319061,1371831147850,496657621655800,5919637922
20250930,035720,카카오,KOSPI,62000,62000,59600,59600,-700,-1.16,2019879,121820999850,26359620098000,442275505
20251001,005380,현대차,KOSPI,215500,217000,215000,215500,500,0.23,297048,64145042000,44125298573000,204757766
20251001,005930,삼성전자,KOSPI,84900,86200,84700,86000,2100,2.5,22039361,1886160393690,509088861292000,5919637922
20251001,035720,카카오,KOSPI,59800,61100,59800,60000,400,0.67,1644566,98963231950,26536530300000,442275505
20251002,005380,현대차,KOSPI,216500,223000,216500,220000,4500,2.09,1099674,241794785250,45046708520000,204757766
20251002,005930,삼성전자,KOSPI,89300,90300,88700,89000,3000,3.49,49883028,4472131514922,526847775058000,5919637922
20251002,035720,카카오,KOSPI,60400,60800,59600,59600,-400,-0.67,2321148,139325190250,26359620098000,442275505
20251010,005380,현대차,KOSPI,219000,220250,216500,217000,-3000,-1.36,779161,169536584000,44432435222000,204757766
20251010,005930,삼성전자,KOSPI,94000,94500,92700,94400,5400,6.07,35269748,3311084659050,558813819836800,5919637922
20251010,035720,카카오,KOSPI,60500,62100,60400,62100,2500,4.19,2984964,183506966300,27467956369800,442318138
20251013,005380,현대차,KOSPI,214500,219500,214000,218500,1500,0.69,544349,118207093000,44739571871000,204757766
20251013,005930,삼성전자,KOSPI,91300,93400,90700,93300,-1100,-1.17,23883308,2197370665497,552302218122600,5919637922
20251013,035720,카카오,KOSPI,60700,60700,59600,59800,-2300,-3.7,2615559,156974185750,26450624652400,442318138
20251014,005380,현대차,KOSPI,218500,225000,218000,223000,4500,2.06,885802,196954055250,45660981818000,204757766
20251014,005930,삼성전자,KOSPI,95300,96000,90200,91600,-1700,-1.82,35545235,3312011003250,542238833655200,5919637922
20251014,035720,카카오,KOSPI,60300,61300,59400,59600,-200,-0.33,2138963,128691828900,26362161024800,442318138
20251015,005380,현대차,KOSPI,223000,224000,220000,223500,500,0.22,670710,149603735250,45763360701000,204757766
20251015,005930,삼성전자,KOSPI,92300,95300,92100,95000,3400,3.71,21050111,1978832965007,562365602590000,5919637922
20251015,035720,카카오,KOSPI,59700,60200,59100,59200,-400,-0.67,1659217,98793118450,26185233769600,442318138
20251016,005380,현대차,KOSPI,237000,245000,234000,242000,18500,8.28,2115204,509099647000,49551379372000,204757766
20251016,005930,삼성전자,KOSPI,95300,97700,95000,97700,2700,2.84,28141060,2728362196400,578348624979400,5919637922
20251016,035720,카카오,KOSPI,59200,59900,58200,58600,-600,-1.01,2296149,135171972650,25919842886800,442318138
